Institute ID,Institute Name,City,TLR(100),RPC(100),GO(100),OI(100),Perception(100),Score,Ranking,Year
IR-E-U-0456,Indian Institute of Technology Madras,Chennai,90.04,94.61,80.42,21.6,100.0,62.85,1.0,2022
IR-E-I-1074,"Indian Institute of Technology, Delhi",New Delhi,88.12,86.94,83.42,23.7,96.92,68.56,2.0,2022
IR-E-U-0306,"Indian Institute of Technology, Bombay",Mumbai,83.96,87.53,79.19,18.74,88.7,57.37,3.0,2022
IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,82.56,87.95,89.7,21.64,83.01,59.47,4.0,2022
IR-E-U-0573,"Indian Institute of Technology, Kharagpur",Kharagpur,78.89,79.21,80.91,21.09,82.63,53.08,5.0,2022
IR-E-U-0560,"Indian Institute of Technology, Roorkee",Roorkee,76.7,75.98,90.13,24.44,61.36,63.09,6.0,2022
IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,72.98,75.89,84.64,23.51,57.15,56.9,7.0,2022
IR-E-U-0467,"National Institute of Technology, Tiruchirappalli",Tiruchirappalli,69.17,76.39,79.17,16.69,64.38,64.48,8.0,2022
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,68.03,80.31,72.4,16.82,59.96,54.85,9.0,2022
IR-E-U-0237,"National Institute of Technology Karnataka, Surathkal",Surathkal,66.04,72.86,77.7,16.78,53.24,63.89,10.0,2022
IR-E-U-0575,Jadavpur University,Kolkata,65.68,71.38,78.12,6.15,40.97,52.34,11.0,2022
IR-E-U-0490,Vellore Institute of Technology,Vellore,65.53,62.54,69.45,18.14,49.6,59.27,12.0,2022
IR-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,63.51,62.62,81.72,17.31,55.89,56.06,13.0,2022
IR-E-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,63.5,68.7,71.17,18.67,36.23,54.35,14.0,2022
IR-E-U-0357,National Institute of Technology Rourkela,Rourkela,62.36,73.39,71.8,15.66,24.43,57.08,15.0,2022
IR-E-U-0273,Indian Institute of Technology Indore, Indore,61.68,76.28,70.38,17.76,24.43,52.48,16.0,2022
IR-E-U-0439,Anna University,Chennai,61.41,64.33,57.8,0.65,62.83,48.87,17.0,2022
IR-E-U-0308,Institute of Chemical Technology,Mumbai,61.4,76.45,69.53,7.28,19.95,54.58,18.0,2022
IR-E-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,60.92,68.97,61.4,18.46,41.78,61.738,19.0,2022
IR-E-U-0184,"Indian Institute of Technology, Mandi",Mandi,60.43,75.77,77.55,21.11,22.57,67.16,20.0,2022
IR-E-U-0025,National Institute of Technology Warangal,Warangal,60.0,73.99,75.11,15.69,35.77,54.91,21.0,2022
IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,59.16,81.07,68.76,23.11,30.87,63.67,22.0,2022
IR-E-U-0139,"Indian Institute of Technology, Gandhinagar",Gandhinagar,58.27,80.19,64.63,21.0,35.07,60.47,23.0,2022
IR-E-U-0473,S.R.M. Institute of Science and Technology,Chennai,58.02,61.2,67.17,19.46,22.89,61.76,24.0,2022
IR-E-U-0497,Amity University,Gautam Budh Nagar,57.73,69.95,55.67,14.31,12.19,57.33,25.0,2022
IR-E-U-0108,"Jamia Millia Islamia, New Delhi",New Delhi,57.51,59.54,73.54,21.79,16.07,60.94,26.0,2022
IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,57.48,75.94,68.72,18.32,19.95,69.54,27.0,2022
IR-E-I-1480,Thapar Institute of Engineering and Technology,Patiala,57.18,59.52,71.19,14.06,25.33,54.55,28.0,2022
IR-E-U-0391,Birla Institute of Technology & Science - Pilani,Pilani,56.9,60.85,78.27,21.45,36.91,54.19,29.0,2022
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,56.7,78.42,74.41,20.13,11.78,66.44,30.0,2022
IR-E-U-0263,"National Institute of Technology, Calicut",Kozhikode,56.66,67.13,76.86,13.24,38.88,63.72,31.0,2022
IR-E-U-0334,"Visvesvaraya National Institute of Technology, Nagpur",Nagpur,56.62,66.39,75.65,13.16,16.07,53.15,32.0,2022
IR-E-U-0064,"Indian Institute of Technology, Patna",Patna,56.19,71.45,62.39,16.78,27.92,51.47,33.0,2022
IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,55.76,67.61,72.76,14.26,21.61,57.76,34.0,2022
IR-E-U-0098,Delhi Technological University,New Delhi,55.65,68.97,73.66,14.29,42.38,56.16,35.0,2022
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,55.11,70.09,70.0,23.23,29.29,60.78,36.0,2022
IR-E-U-0496,Aligarh Muslim University,Aligarh,54.7,70.9,57.0,5.89,16.43,42.37,37.0,2022
IR-E-U-0055,"National Institute of Technology, Silchar",Silchar,54.63,65.48,66.8,14.27,14.56,57.58,38.0,2022
IR-E-U-0458,Kalasalingam Academy of Research and Education,Srivilliputtur,54.62,73.6,64.82,17.11,24.73,74.34,39.0,2022
IR-E-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",HOWRAH,54.57,60.11,67.41,11.23,38.23,48.26,40.0,2022
IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,53.36,70.02,67.29,9.67,12.59,55.94,41.0,2022
IR-E-U-0356,Kalinga Institute of Industrial Technology,BHUBANESWAR,53.06,70.26,58.51,25.44,18.58,76.96,42.0,2022
IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,52.37,75.78,62.6,19.67,33.15,61.97,43.0,2022
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,51.93,70.08,52.73,10.37,12.99,56.17,44.0,2022
IR-E-U-0747,Chandigarh University,Mohali,51.73,75.92,52.44,24.97,30.61,79.48,45.0,2022
IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,51.69,62.58,62.2,11.77,10.53,55.14,46.0,2022
IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,51.17,59.01,75.22,13.11,18.23,52.14,47.0,2022
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,50.5,63.78,63.41,3.15,22.25,52.63,48.0,2022
IR-E-U-0249,Visvesvaraya Technological University,Belgaum,50.2,72.06,52.12,1.93,6.54,52.47,49.0,2022
IR-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,50.11,57.73,63.35,15.03,14.94,55.33,50.0,2022
IR-E-U-0379,Lovely Professional University,Phagwara,49.58,65.51,51.86,24.55,17.52,67.5,51.0,2022
IR-E-U-0374,Dr. B R Ambedkar National Institute of Technology,Jalandhar,49.45,68.15,59.18,14.68,12.59,63.99,52.0,2022
IR-E-U-0202,Birla Institute of Technology,Ranchi,49.33,66.55,56.6,11.11,26.21,50.58,53.0,2022
IR-E-U-0474,Sathyabama Institute of Science and Technology,Chennai,48.56,64.87,46.77,17.25,21.93,63.38,54.0,2022
IR-E-C-7252,Manipal Institute of Technology,Manipal,48.33,67.36,49.49,19.19,19.61,62.48,55.0,2022
IR-E-U-0844,Indian Institute of Technology,Yerpedu,48.16,77.47,60.24,17.41,27.07,56.79,56.0,2022
IR-E-C-37013,PSG College of Technology,Coimbatore,47.68,66.5,50.81,1.36,52.94,48.09,57.0,2022
IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,47.61,56.53,65.09,12.64,10.53,49.87,58.0,2022
IR-E-U-0389,Banasthali Vidyapith,Banasthali,47.0,65.21,69.77,21.63,7.0,73.14,59.0,2022
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,46.67,66.65,57.7,12.67,4.63,62.98,60.0,2022
IR-E-U-0564,University of Petroleum and Energy Studies,Dehradun,46.43,65.41,48.09,21.43,26.21,62.23,61.0,2022
IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,46.41,49.17,64.0,17.81,21.93,51.01,62.0,2022
IR-E-U-0072,National Institute of Technology,Patna,46.24,60.96,65.76,10.37,7.0,42.69,63.0,2022
IR-E-U-0555,Graphic Era University,Dehradun,45.87,71.05,48.13,18.75,27.35,67.28,64.0,2022
IR-E-U-0092,National Institute of Technology,Raipur,45.71,55.61,61.22,11.77,7.0,56.62,65.0,2022
IR-E-U-0197,National Institute of Technology Srinagar,Srinagar,45.52,63.2,64.43,12.81,11.37,65.87,66.0,2022
IR-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,45.17,66.09,61.93,8.46,14.94,55.17,67.0,2022
IR-E-U-0878,Indian Institute of Technology Palakkad,Palakkad,44.92,70.69,60.25,17.41,16.43,63.89,68.0,2022
IR-E-U-0105,Indraprastha Institute of Information Technology Delhi,New Delhi,44.79,50.13,69.3,9.94,11.78,42.56,69.0,2022
IR-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,44.63,54.9,62.3,12.65,6.54,59.06,70.0,2022
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,44.62,62.13,53.95,6.81,2.64,41.34,71.0,2022
IR-E-C-41593,College of Engineering,Pune,44.38,62.33,65.13,2.32,23.51,51.65,72.0,2022
IR-E-C-36995,Sri Krishna College of Engineering and Technology,Coimbatore,44.16,62.39,64.52,1.13,23.82,50.18,73.0,2022
IR-E-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,44.02,55.21,52.63,5.66,22.57,47.6,74.0,2022
IR-E-U-0749,Manipal University,Jaipur,43.83,63.54,56.68,19.34,1.6,59.53,75.0,2022
IR-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,42.77,65.66,44.02,1.79,6.54,53.95,76.0,2022
IR-E-C-24004,AU College of Engineering (A),Visakhapatnam,42.76,61.41,72.13,2.34,7.91,56.02,77.0,2022
IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,42.56,52.58,71.53,21.34,7.0,56.11,78.0,2022
IR-E-C-6379,Netaji Subhas University of Technology (NSUT),South West,42.14,52.77,68.21,5.1,23.2,44.44,79.0,2022
IR-E-U-0493,National Institute of Technology Agartala,Agratala,41.92,56.59,54.19,12.33,5.12,59.64,80.0,2022
IR-E-U-0221,International Institute of Information Technology Bangalore,Bengaluru,41.91,55.21,63.61,23.45,17.88,59.96,81.0,2022
IR-E-U-0286,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur",Jabalpur,41.79,45.78,66.45,20.79,2.12,59.38,82.0,2022
IR-E-C-1262,B.M.S. College of Engineering,Bengaluru,41.71,59.48,60.73,6.42,18.23,52.29,83.0,2022
IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,41.35,54.81,44.91,19.43,2.12,63.79,84.0,2022
IR-E-C-26794,Thiagarajar College of Engineering,Madurai,41.1,51.94,59.66,0.49,29.29,48.59,85.0,2022
